repository_name,site,views,unique_visitors/cloners
voxcharta-my-voting-record,harvard.voxcharta.org,7,7
voxcharta-my-voting-record,somsubhra.github.io,2,1
voxcharta-my-voting-record,lastro.voxcharta.org,1,1
voxcharta-my-voting-record,chicago-kicp.voxcharta.org,1,1
voxcharta-my-voting-record,github.com,1,1
voxcharta-my-voting-record,mmcosmo-inaoe.voxcharta.org,1,1
voxcharta-my-voting-record,ialp-fcaglp.voxcharta.org,1,1
voxcharta-my-voting-record,bath.voxcharta.org,1,1
voxcharta-my-voting-record,cos.voxcharta.org,1,1
voxcharta-my-voting-record,ufrgs-xgal.voxcharta.org,1,1
