repository_name,date,clones,unique_visitors/cloners
github-stats,2021-06-19,3,3
github-stats,2021-06-20,4,4
github-stats,2021-06-21,2,2
github-stats,2021-06-22,5,5
github-stats,2021-06-23,3,3
github-stats,2021-06-24,2,2
github-stats,2021-06-25,2,2
github-stats,2021-06-26,3,3
github-stats,2021-06-27,2,2
github-stats,2021-06-28,3,3
github-stats,2021-06-29,3,3
github-stats,2021-06-30,2,2
github-stats,2021-07-01,3,3
github-stats-pages,2021-06-19,1,1
github-stats-pages,2021-06-20,1,1
github-stats-pages,2021-06-21,27,2
github-stats-pages,2021-06-22,25,5
github-stats-pages,2021-06-25,2,2
github-stats-pages,2021-06-27,41,3
github-stats-pages,2021-07-01,1,1
Metallicity_Stack_Commons,2021-06-20,7,2
Metallicity_Stack_Commons,2021-06-22,17,7
Metallicity_Stack_Commons,2021-06-24,1,1
Metallicity_Stack_Commons,2021-07-01,1,1
MMTtools,2021-06-20,1,1
MMTtools,2021-06-27,1,1
site-hugo-academic,2021-06-20,1,1
site-hugo-academic,2021-06-23,1,1
site-hugo-academic,2021-06-24,1,1
test-github-stats,2021-06-18,1,1
test-github-stats,2021-06-19,1,1
test-github-stats,2021-06-20,2,2
test-github-stats,2021-06-21,1,1
test-github-stats,2021-06-22,7,6
test-github-stats,2021-06-23,2,2
test-github-stats,2021-06-24,4,4
test-github-stats,2021-06-25,4,4
test-github-stats,2021-06-26,4,4
test-github-stats,2021-06-27,3,3
test-github-stats,2021-06-28,2,2
test-github-stats,2021-06-29,4,4
test-github-stats,2021-06-30,3,3
test-github-stats,2021-07-01,3,3
test-stats,2021-06-20,1,1
uarizona-salary-app,2021-06-18,1,1
uarizona-salary-app,2021-06-19,8,5
uarizona-salary-app,2021-06-20,10,4
uarizona-salary-app,2021-06-21,4,3
uarizona-salary-app,2021-06-22,11,6
uarizona-salary-app,2021-06-25,2,2
uarizona-salary-app,2021-06-26,1,1
uarizona-salary-app,2021-06-27,1,1
uarizona-salary-app,2021-07-01,1,1
voxcharta-my-voting-record,2021-06-23,1,1
Zcalbase_gal,2021-06-20,1,1
Zcalbase_gal,2021-06-23,3,3
Zcalbase_gal,2021-06-30,1,1
Zcalbase_gal,2021-07-01,2,2
