repository_name,date,clones,unique_visitors/cloners
chun_codes,2022-01-01,2,1
figshare-actions-publish-test,2021-12-21,1,1
figshare_autosync_check_queue,2021-12-20,1,1
github-stats,2021-12-21,3,2
github-stats,2021-12-22,3,2
github-stats,2021-12-23,3,2
github-stats,2021-12-24,3,2
github-stats,2021-12-25,3,2
github-stats,2021-12-26,3,2
github-stats,2021-12-27,4,3
github-stats,2021-12-28,3,2
github-stats,2021-12-29,3,2
github-stats,2021-12-30,3,2
github-stats,2021-12-31,3,2
github-stats,2022-01-01,3,2
github-stats,2022-01-02,3,2
github-stats-pages,2021-12-21,1,1
github-stats-pages,2021-12-24,1,1
github-stats-pages,2021-12-30,1,1
github-stats-pages,2021-12-31,2,2
github-stats-pages,2022-01-01,2,1
manifests_with_flux,2021-12-30,2,1
manifests_with_flux,2021-12-31,2,1
MMTtools,2021-12-22,1,1
test-github-stats,2021-12-21,2,2
test-github-stats,2021-12-22,1,1
test-github-stats,2021-12-23,3,2
test-github-stats,2021-12-24,2,2
test-github-stats,2021-12-25,1,1
test-github-stats,2021-12-26,1,1
test-github-stats,2021-12-27,4,2
test-github-stats,2021-12-28,4,2
test-github-stats,2021-12-29,2,2
test-github-stats,2021-12-30,2,2
test-github-stats,2021-12-31,4,3
test-github-stats,2022-01-01,4,3
test-github-stats,2022-01-02,3,2
uarizona-salary-app,2021-12-21,1,1
Zcalbase_gal,2021-12-22,1,1
Zcalbase_gal,2021-12-30,1,1
