repository_name,date,views,unique_visitors/cloners
academic-ads-bibtex,2023-06-28,1,1
github-stats-pages,2023-06-23,1,1
github-stats-pages,2023-06-24,1,1
github-stats-pages,2023-06-27,1,1
github-stats-pages,2023-06-30,8,2
GNIRSLongSlit,2023-06-28,1,1
GNIRSLongSlit,2023-06-29,1,1
MMTtools,2023-06-28,1,1
old_website_nightsky,2023-06-23,1,1
uarizona-salary-app,2023-06-23,1,1
uarizona-salary-app,2023-06-27,1,1
Zcalbase_gal,2023-06-18,1,1
Zcalbase_gal,2023-06-21,2,2
Zcalbase_gal,2023-06-28,1,1
