repository_name,date,views,unique_visitors/cloners
Evolution-of-Galaxies,2021-10-18,3,1
Evolution-of-Galaxies,2021-10-24,2,1
github-stats,2021-10-18,7,1
github-stats-pages,2021-10-14,4,1
github-stats-pages,2021-10-18,2,1
github-stats-pages,2021-10-19,1,1
MMTtools,2021-10-14,1,1
PyMontage,2021-10-22,1,1
system_profiler,2021-10-26,1,1
uarizona-salary-app,2021-10-13,4,3
uarizona-salary-app,2021-10-14,5,2
uarizona-salary-app,2021-10-15,2,1
uarizona-salary-app,2021-10-18,50,2
uarizona-salary-app,2021-10-19,13,3
uarizona-salary-app,2021-10-20,37,5
uarizona-salary-app,2021-10-21,46,1
uarizona-salary-app,2021-10-22,3,2
uarizona-salary-app,2021-10-24,20,4
uarizona-salary-app,2021-10-25,20,3
uarizona-salary-app,2021-10-26,8,1
voxcharta-my-voting-record,2021-10-20,1,1
