repository_name,date,views,unique_visitors/cloners
voxcharta-my-voting-record,2021-01-07,5,2
voxcharta-my-voting-record,2021-01-08,3,1
voxcharta-my-voting-record,2021-01-09,3,3
voxcharta-my-voting-record,2021-01-10,1,1
voxcharta-my-voting-record,2021-01-11,2,2
voxcharta-my-voting-record,2021-01-12,2,2
voxcharta-my-voting-record,2021-01-13,18,3
voxcharta-my-voting-record,2021-01-14,35,1
voxcharta-my-voting-record,2021-01-15,2,2
voxcharta-my-voting-record,2021-01-17,15,2
voxcharta-my-voting-record,2021-01-18,1,1
voxcharta-my-voting-record,2021-01-19,3,2
voxcharta-my-voting-record,2021-01-20,4,2
