repository_name,date,views,unique_visitors/cloners
academic-ads-bibtex,2021-08-02,1,1
academic-ads-bibtex,2021-08-05,1,1
figshare-actions-publish-test,2021-07-29,1,1
github-stats,2021-08-02,4,1
github-stats,2021-08-03,2,2
github-stats,2021-08-04,4,1
github-stats,2021-08-05,3,1
github-stats,2021-08-06,9,2
github-stats-pages,2021-07-30,2,1
github-stats-pages,2021-08-05,1,1
github-stats-pages,2021-08-06,1,1
github-stats-pages,2021-08-09,6,4
GNIRSLongSlit,2021-08-06,1,1
GNIRSLongSlit,2021-08-08,1,1
MMTtools,2021-08-05,1,1
test-github-stats,2021-07-29,3,1
uarizona-salary-app,2021-07-28,2,1
uarizona-salary-app,2021-07-29,25,2
uarizona-salary-app,2021-07-31,2,2
uarizona-salary-app,2021-08-01,18,1
uarizona-salary-app,2021-08-02,2,1
uarizona-salary-app,2021-08-04,1,1
uarizona-salary-app,2021-08-06,4,1
uarizona-salary-app,2021-08-07,1,1
uarizona-salary-app,2021-08-10,9,1
voxcharta-my-voting-record,2021-07-29,1,1
voxcharta-my-voting-record,2021-08-03,1,1
voxcharta-my-voting-record,2021-08-07,1,1
voxcharta-my-voting-record,2021-08-08,1,1
Zcalbase_gal,2021-07-29,86,2
Zcalbase_gal,2021-08-09,5,1
Zcalbase_gal,2021-08-10,3,1
