repository_name,date,clones,unique_visitors/cloners
2018-09-01-steward,2021-03-12,1,1
2018-09-01-steward,2021-03-16,1,1
academic-ads-bibtex,2021-03-16,1,1
chun_codes,2021-03-12,3,2
DarkData_Inventory,2021-03-15,1,1
DevOps_guide,2021-03-14,1,1
Evolution-of-Galaxies,2021-03-07,1,1
Evolution-of-Galaxies,2021-03-17,1,1
Extract1D,2021-03-14,1,1
figshare_autosync_check,2021-03-13,1,1
figshare_test,2021-03-06,1,1
figshare_test2,2021-03-06,1,1
figshare_test2,2021-03-08,1,1
github-stats-pages,2021-03-05,25,3
github-stats-pages,2021-03-06,1,1
github-stats-pages,2021-03-09,40,4
github-stats-pages,2021-03-10,7,2
github-stats-pages,2021-03-12,16,3
github-stats-pages,2021-03-13,44,5
github-stats-pages,2021-03-14,39,5
github-stats-pages,2021-03-16,7,2
github-stats-pages,2021-03-17,16,5
GNIRSLongSlit,2021-03-14,1,1
IntroPythonAstronomy,2021-03-12,1,1
manifests_with_flux,2021-03-13,1,1
Metallicity_Stack_Commons,2021-03-06,1,1
Metallicity_Stack_Commons,2021-03-12,20,9
Metallicity_Stack_Commons,2021-03-13,1,1
MMTtools,2021-03-13,1,1
simplenodeapp,2021-03-05,1,1
site-hugo-academic,2021-03-13,1,1
voxcharta-my-voting-record,2021-03-06,1,1
