repository_name,date,views,unique_visitors/cloners
academic-ads-bibtex,2021-08-02,1,1
academic-ads-bibtex,2021-08-05,1,1
astrochun.github.io,2021-07-26,4,1
Evolution-of-Galaxies,2021-07-26,3,1
figshare-actions-publish-test,2021-07-29,1,1
github-stats,2021-08-02,4,1
github-stats,2021-08-03,2,2
github-stats,2021-08-04,4,1
github-stats,2021-08-05,3,1
github-stats,2021-08-06,9,2
github-stats-pages,2021-07-30,2,1
github-stats-pages,2021-08-05,1,1
github-stats-pages,2021-08-06,1,1
GNIRSLongSlit,2021-08-06,1,1
