repository_name,date,views,unique_visitors/cloners
figshare_test2,2023-02-24,1,1
github-stats,2023-02-25,2,1
github-stats-pages,2023-02-27,1,1
github-stats-pages,2023-03-02,2,1
github-stats-pages,2023-03-05,1,1
Metallicity_Stack_Commons,2023-02-21,1,1
Metallicity_Stack_Commons,2023-02-23,6,2
Metallicity_Stack_Commons,2023-02-26,2,1
tep-usage-analysis,2023-02-21,1,1
uarizona-salary-app,2023-02-21,1,1
uarizona-salary-app,2023-03-03,1,1
Zcalbase_gal,2023-02-22,5,1
Zcalbase_gal,2023-02-23,5,1
