repository_name,date,views,unique_visitors/cloners
academic-ads-bibtex,2022-11-17,2,1
academic-ads-bibtex,2022-11-18,3,1
github-stats-pages,2022-11-11,1,1
github-stats-pages,2022-11-16,1,1
github-stats-pages,2022-11-17,2,2
github-stats-pages,2022-11-18,1,1
github-stats-pages,2022-11-21,1,1
GNIRSLongSlit,2022-11-10,3,1
site-hugo-academic,2022-11-21,1,1
tep-usage-analysis,2022-11-17,1,1
tep-usage-analysis,2022-11-21,1,1
uarizona-salary-app,2022-11-11,3,2
uarizona-salary-app,2022-11-15,1,1
uarizona-salary-app,2022-11-16,2,1
uarizona-salary-app,2022-11-17,8,5
uarizona-salary-app,2022-11-19,7,1
