repository_name,date,views,unique_visitors/cloners
github-stats,2022-10-27,1,1
github-stats,2022-10-29,1,1
github-stats,2022-10-31,4,1
github-stats-pages,2022-10-18,1,1
github-stats-pages,2022-10-19,3,2
github-stats-pages,2022-10-21,1,1
github-stats-pages,2022-10-25,1,1
github-stats-pages,2022-10-26,1,1
github-stats-pages,2022-10-27,3,3
github-stats-pages,2022-10-30,1,1
github-stats-pages,2022-10-31,1,1
sqltest-github-stats,2022-10-20,3,1
tep-usage-analysis,2022-10-19,2,1
tep-usage-analysis,2022-10-31,2,1
